ibge_code,municipio,regiao_intermediaria,regiao_imediata,populacao_censo_2022,total_denuncias,total_penal,denuncias_unicas,denuncias_unicas_penal,sem_grupo_total,sem_grupo_penal,criancas_total,criancas_penal,mulheres_total,mulheres_penal,idosos_total,idosos_penal,pcd_total,pcd_penal,lgbt_total,lgbt_penal,prisional_total,prisional_penal,denuncias_unicas_maioria_penal,total_registros,total_social,taxa_total_10k,taxa_penal_10k,taxa_denuncias_unicas_10k,taxa_denuncias_maioria_penal_10k,taxa_criancas_10k,taxa_criancas_penal_10k,taxa_mulheres_10k,taxa_mulheres_penal_10k,taxa_idosos_10k,taxa_idosos_penal_10k,taxa_pcd_10k,taxa_pcd_penal_10k,taxa_lgbt_10k,taxa_lgbt_penal_10k,taxa_prisional_10k,taxa_prisional_penal_10k
4211876,Paial,Chapecó,Chapecó,1927,149,95,26,25,4,0,102,67,3,3,28,15,21,16,0,0,0,0,15,149,54,773.22,492.99,134.92,77.84,529.32,347.69,15.57,15.57,145.3,77.84,108.98,83.03,0.0,0.0,0.0,0.0
4211892,Painel,Lages,Lages,2215,858,526,110,104,36,24,503,298,4,2,313,200,136,91,0,0,0,0,76,858,332,3873.59,2374.72,496.61,343.12,2270.88,1345.37,18.06,9.03,1413.09,902.93,614.0,410.84,0.0,0.0,0.0,0.0
4211900,Palhoça,Florianópolis,Florianópolis,222598,26732,15806,3697,3497,1251,796,16331,9357,867,626,6975,4202,3771,2342,617,401,423,330,2279,26732,10926,1200.91,710.07,166.08,102.38,733.65,420.35,38.95,28.12,313.35,188.77,169.41,105.21,27.72,18.01,19.0,14.82
4212007,Palma Sola,Chapecó,São Miguel do Oeste,7605,516,351,84,82,14,7,326,219,25,22,145,98,36,33,0,0,0,0,70,516,165,678.5,461.54,110.45,92.04,428.67,287.97,32.87,28.93,190.66,128.86,47.34,43.39,0.0,0.0,0.0,0.0
4212056,Palmeira,Lages,Lages,2561,274,162,36,36,3,1,56,34,0,0,204,121,19,12,0,0,0,0,30,274,112,1069.89,632.57,140.57,117.14,218.66,132.76,0.0,0.0,796.56,472.47,74.19,46.86,0.0,0.0,0.0,0.0
4212106,Palmitos,Chapecó,Chapecó,15626,734,410,101,100,41,26,342,171,20,15,333,204,96,59,2,1,0,0,55,734,324,469.73,262.38,64.64,35.2,218.87,109.43,12.8,9.6,213.11,130.55,61.44,37.76,1.28,0.64,0.0,0.0
4212205,Papanduva,Joinville,Mafra,19150,1172,661,138,127,86,43,551,305,13,11,473,283,143,84,0,0,4,2,85,1172,511,612.01,345.17,72.06,44.39,287.73,159.27,6.79,5.74,247.0,147.78,74.67,43.86,0.0,0.0,2.09,1.04
4212239,Paraíso,Chapecó,São Miguel do Oeste,4267,351,235,53,52,29,18,268,185,2,2,51,30,32,19,0,0,0,0,40,351,116,822.59,550.74,124.21,93.74,628.08,433.56,4.69,4.69,119.52,70.31,74.99,44.53,0.0,0.0,0.0,0.0
4212254,Passo de Torres,Criciúma,Araranguá,12897,1392,875,217,206,45,27,760,464,73,43,414,276,248,166,0,0,0,0,138,1392,517,1079.32,678.45,168.26,107.0,589.28,359.77,56.6,33.34,321.0,214.0,192.29,128.71,0.0,0.0,0.0,0.0
4212270,Passos Maia,Chapecó,Xanxerê,4034,189,122,32,30,13,10,154,99,4,2,14,9,6,3,0,0,0,0,20,189,67,468.52,302.43,79.33,49.58,381.76,245.41,9.92,4.96,34.71,22.31,14.87,7.44,0.0,0.0,0.0,0.0
4212304,Paulo Lopes,Florianópolis,Florianópolis,9063,884,533,138,132,54,36,434,247,69,42,344,220,125,79,0,0,10,9,88,884,351,975.39,588.11,152.27,97.1,478.87,272.54,76.13,46.34,379.57,242.75,137.92,87.17,0.0,0.0,11.03,9.93
4212403,Pedras Grandes,Criciúma,Tubarão,4245,364,208,68,67,38,22,134,69,16,13,119,74,68,40,29,17,0,0,35,364,156,857.48,489.99,160.19,82.45,315.67,162.54,37.69,30.62,280.33,174.32,160.19,94.23,68.32,40.05,0.0,0.0
4212502,Penha,Blumenau,Itajaí,33663,4578,2756,641,610,339,211,2661,1539,209,144,1212,790,646,404,137,100,30,22,358,4578,1822,1359.95,818.7,190.42,106.35,790.48,457.18,62.09,42.78,360.04,234.68,191.9,120.01,40.7,29.71,8.91,6.54
4212601,Peritiba,Chapecó,Concórdia,2992,379,214,50,49,4,4,224,136,0,0,121,60,28,14,24,14,0,0,25,379,165,1266.71,715.24,167.11,83.56,748.66,454.55,0.0,0.0,404.41,200.53,93.58,46.79,80.21,46.79,0.0,0.0
4212650,Pescaria Brava,Criciúma,Tubarão,10190,865,516,163,154,21,10,612,356,24,16,121,71,73,51,55,36,0,0,94,865,349,848.87,506.38,159.96,92.25,600.59,349.36,23.55,15.7,118.74,69.68,71.64,50.05,53.97,35.33,0.0,0.0
4212700,Petrolândia,Blumenau,Ituporanga,6716,602,341,79,77,2,2,521,287,0,0,77,52,127,77,0,0,0,0,46,602,261,896.37,507.74,117.63,68.49,775.76,427.34,0.0,0.0,114.65,77.43,189.1,114.65,0.0,0.0,0.0,0.0
4212908,Pinhalzinho,Chapecó,Chapecó,21972,873,543,117,115,33,22,562,347,27,17,202,133,177,109,11,9,3,1,81,873,330,397.32,247.13,53.25,36.87,255.78,157.93,12.29,7.74,91.94,60.53,80.56,49.61,5.01,4.1,1.37,0.46
4213005,Pinheiro Preto,Caçador,Videira,3473,222,90,36,36,6,3,160,55,4,3,52,29,24,15,0,0,0,0,17,222,132,639.22,259.14,103.66,48.95,460.7,158.36,11.52,8.64,149.73,83.5,69.1,43.19,0.0,0.0,0.0,0.0
4213104,Piratuba,Chapecó,Concórdia,5769,287,154,42,41,23,19,162,71,19,13,72,46,58,35,0,0,0,0,24,287,133,497.49,266.94,72.8,41.6,280.81,123.07,32.93,22.53,124.8,79.74,100.54,60.67,0.0,0.0,0.0,0.0
4213153,Planalto Alegre,Chapecó,Chapecó,2946,183,116,32,29,3,2,138,82,0,0,41,31,1,1,0,0,1,1,15,183,67,621.18,393.75,108.62,50.92,468.43,278.34,0.0,0.0,139.17,105.23,3.39,3.39,0.0,0.0,3.39,3.39
4213203,Pomerode,Blumenau,Blumenau,34289,1398,839,216,204,103,66,525,271,90,66,575,375,265,175,6,4,8,2,124,1398,559,407.71,244.68,62.99,36.16,153.11,79.03,26.25,19.25,167.69,109.36,77.28,51.04,1.75,1.17,2.33,0.58
4213302,Ponte Alta,Lages,Lages,4437,652,384,82,73,23,10,335,193,57,36,221,127,125,92,0,0,0,0,49,652,268,1469.46,865.45,184.81,110.43,755.01,434.98,128.47,81.14,498.08,286.23,281.72,207.35,0.0,0.0,0.0,0.0
4213351,Ponte Alta do Norte,Lages,Curitibanos,3210,215,122,27,26,4,3,200,113,3,3,9,4,45,25,0,0,0,0,17,215,93,669.78,380.06,84.11,52.96,623.05,352.02,9.35,9.35,28.04,12.46,140.19,77.88,0.0,0.0,0.0,0.0
4213401,Ponte Serrada,Chapecó,Xanxerê,10649,2239,1455,337,331,35,16,1561,992,61,44,526,363,246,171,10,7,8,8,237,2239,784,2102.54,1366.33,316.46,222.56,1465.87,931.54,57.28,41.32,493.94,340.88,231.01,160.58,9.39,6.57,7.51,7.51
4213500,Porto Belo,Blumenau,Itajaí,27688,3258,2053,426,405,340,202,1647,987,49,31,1072,752,610,414,54,38,37,14,284,3258,1205,1176.68,741.48,153.86,102.57,594.84,356.47,17.7,11.2,387.17,271.6,220.31,149.52,19.5,13.72,13.36,5.06
4213609,Porto União,Joinville,Mafra,32970,2126,1290,286,277,128,79,921,527,76,63,858,536,421,268,0,0,8,8,179,2126,836,644.83,391.26,86.75,54.29,279.34,159.84,23.05,19.11,260.24,162.57,127.69,81.29,0.0,0.0,2.43,2.43
4213708,Pouso Redondo,Blumenau,Rio do Sul,17123,1833,1070,237,231,39,25,1045,594,102,71,515,300,328,213,12,6,2,1,148,1833,763,1070.49,624.89,138.41,86.43,610.29,346.9,59.57,41.46,300.77,175.2,191.56,124.39,7.01,3.5,1.17,0.58
4213807,Praia Grande,Criciúma,Araranguá,8270,383,233,53,53,17,11,180,113,8,6,173,99,36,28,1,1,0,0,36,383,150,463.12,281.74,64.09,43.53,217.65,136.64,9.67,7.26,209.19,119.71,43.53,33.86,1.21,1.21,0.0,0.0
4213906,Presidente Castello Branco,Chapecó,Concórdia,1689,116,71,17,16,1,0,41,23,17,10,60,38,8,6,0,0,0,0,11,116,45,686.8,420.37,100.65,65.13,242.75,136.18,100.65,59.21,355.24,224.99,47.37,35.52,0.0,0.0,0.0,0.0
4214003,Presidente Getúlio,Blumenau,Ibirama - Presidente Getúlio,20010,1251,805,166,160,74,40,570,353,37,23,446,307,280,204,7,5,0,0,110,1251,446,625.19,402.3,82.96,54.97,284.86,176.41,18.49,11.49,222.89,153.42,139.93,101.95,3.5,2.5,0.0,0.0
4214102,Presidente Nereu,Blumenau,Rio do Sul,2301,280,134,23,21,14,6,206,87,3,1,34,26,50,29,0,0,0,0,12,280,146,1216.86,582.36,99.96,52.15,895.26,378.1,13.04,4.35,147.76,112.99,217.3,126.03,0.0,0.0,0.0,0.0
4214151,Princesa,Chapecó,São Miguel do Oeste,2964,256,153,36,27,0,0,172,103,39,27,49,23,66,47,2,2,0,0,16,256,103,863.7,516.19,121.46,53.98,580.3,347.5,131.58,91.09,165.32,77.6,222.67,158.57,6.75,6.75,0.0,0.0
4214201,Quilombo,Chapecó,Chapecó,11022,577,363,81,78,26,16,381,234,0,0,148,103,111,71,1,0,0,0,48,577,214,523.5,329.34,73.49,43.55,345.67,212.3,0.0,0.0,134.28,93.45,100.71,64.42,0.91,0.0,0.0,0.0
4214300,Rancho Queimado,Florianópolis,Florianópolis,3279,375,184,41,37,17,13,221,72,10,7,114,79,117,66,0,0,0,0,18,375,191,1143.64,561.15,125.04,54.89,673.99,219.58,30.5,21.35,347.67,240.93,356.82,201.28,0.0,0.0,0.0,0.0
4214409,Rio das Antas,Caçador,Videira,6253,414,260,66,61,38,19,243,155,34,27,79,54,67,45,1,1,0,0,37,414,154,662.08,415.8,105.55,59.17,388.61,247.88,54.37,43.18,126.34,86.36,107.15,71.97,1.6,1.6,0.0,0.0
4214508,Rio do Campo,Blumenau,Rio do Sul,6452,416,235,74,65,34,18,193,117,16,9,148,77,41,24,0,0,3,3,43,416,181,644.76,364.23,114.69,66.65,299.13,181.34,24.8,13.95,229.39,119.34,63.55,37.2,0.0,0.0,4.65,4.65
4214607,Rio do Oeste,Blumenau,Rio do Sul,7747,302,208,38,38,14,9,68,38,0,0,205,149,69,45,2,2,8,6,32,302,94,389.83,268.49,49.05,41.31,87.78,49.05,0.0,0.0,264.62,192.33,89.07,58.09,2.58,2.58,10.33,7.74
4214805,Rio do Sul,Blumenau,Rio do Sul,72587,6167,3734,865,823,316,185,3093,1804,235,166,2181,1328,805,524,30,13,205,192,570,6167,2433,849.6,514.42,119.17,78.53,426.11,248.53,32.37,22.87,300.47,182.95,110.9,72.19,4.13,1.79,28.24,26.45
4214706,Rio dos Cedros,Blumenau,Blumenau,10865,650,400,92,89,29,18,432,249,13,3,151,119,62,34,4,2,0,0,60,650,250,598.25,368.15,84.68,55.22,397.61,229.18,11.97,2.76,138.98,109.53,57.06,31.29,3.68,1.84,0.0,0.0
4214904,Rio Fortuna,Criciúma,Tubarão,4847,82,53,10,10,6,5,49,31,0,0,25,15,8,6,0,0,0,0,7,82,29,169.18,109.35,20.63,14.44,101.09,63.96,0.0,0.0,51.58,30.95,16.51,12.38,0.0,0.0,0.0,0.0
4215000,Rio Negrinho,Joinville,São Bento do Sul - Rio Negrinho,39261,4142,2437,567,544,190,109,1925,1074,160,116,1676,1032,649,415,24,17,8,5,344,4142,1705,1054.99,620.72,144.42,87.62,490.31,273.55,40.75,29.55,426.89,262.86,165.3,105.7,6.11,4.33,2.04,1.27
4215059,Rio Rufino,Lages,Lages,2397,177,91,17,16,25,4,112,59,1,1,15,12,15,6,10,10,0,0,10,177,86,738.42,379.64,70.92,41.72,467.25,246.14,4.17,4.17,62.58,50.06,62.58,25.03,41.72,41.72,0.0,0.0
4215075,Riqueza,Chapecó,Chapecó,4768,438,247,59,58,14,8,169,113,21,14,209,102,101,54,0,0,0,0,37,438,191,918.62,518.04,123.74,77.6,354.45,237.0,44.04,29.36,438.34,213.93,211.83,113.26,0.0,0.0,0.0,0.0
4215109,Rodeio,Blumenau,Blumenau,12757,1576,964,202,183,71,32,590,329,132,90,690,453,227,156,24,17,0,0,128,1576,612,1235.4,755.66,158.34,100.34,462.49,257.9,103.47,70.55,540.88,355.1,177.94,122.29,18.81,13.33,0.0,0.0
4215208,Romelândia,Chapecó,São Miguel do Oeste,4823,146,90,19,18,0,0,35,20,8,4,101,66,15,10,0,0,0,0,10,146,56,302.72,186.61,39.39,20.73,72.57,41.47,16.59,8.29,209.41,136.84,31.1,20.73,0.0,0.0,0.0,0.0
4215307,Salete,Blumenau,Rio do Sul,7489,315,180,55,49,16,8,164,92,3,2,132,78,11,8,0,0,0,0,35,315,135,420.62,240.35,73.44,46.74,218.99,122.85,4.01,2.67,176.26,104.15,14.69,10.68,0.0,0.0,0.0,0.0
4215356,Saltinho,Chapecó,Maravilha,3632,118,62,17,16,0,0,84,45,1,0,25,11,8,6,0,0,0,0,7,118,56,324.89,170.7,46.81,19.27,231.28,123.9,2.75,0.0,68.83,30.29,22.03,16.52,0.0,0.0,0.0,0.0
4215406,Salto Veloso,Caçador,Videira,4390,171,116,25,25,4,3,128,86,16,9,22,18,3,0,0,0,0,0,24,171,55,389.52,264.24,56.95,54.67,291.57,195.9,36.45,20.5,50.11,41.0,6.83,0.0,0.0,0.0,0.0,0.0
4215455,Sangão,Criciúma,Tubarão,12882,566,342,84,83,53,33,303,178,50,27,148,89,62,38,0,0,1,0,64,566,224,439.37,265.49,65.21,49.68,235.21,138.18,38.81,20.96,114.89,69.09,48.13,29.5,0.0,0.0,0.78,0.0
4215505,Santa Cecília,Lages,Curitibanos,15546,1218,674,190,171,46,24,859,462,38,31,271,164,68,41,0,0,5,3,116,1218,544,783.48,433.55,122.22,74.62,552.55,297.18,24.44,19.94,174.32,105.49,43.74,26.37,0.0,0.0,3.22,1.93
4215554,Santa Helena,Chapecó,São Miguel do Oeste,2425,207,131,32,30,20,11,69,42,9,7,98,64,29,19,3,3,0,0,18,207,76,853.61,540.21,131.96,74.23,284.54,173.2,37.11,28.87,404.12,263.92,119.59,78.35,12.37,12.37,0.0,0.0
4215604,Santa Rosa de Lima,Criciúma,Tubarão,2088,57,30,12,12,0,0,40,19,0,0,16,10,3,3,0,0,0,0,5,57,27,272.99,143.68,57.47,23.95,191.57,91.0,0.0,0.0,76.63,47.89,14.37,14.37,0.0,0.0,0.0,0.0
4215653,Santa Rosa do Sul,Criciúma,Araranguá,9792,804,496,113,110,16,11,418,245,42,35,298,183,139,96,0,0,0,0,75,804,308,821.08,506.54,115.4,76.59,426.88,250.2,42.89,35.74,304.33,186.89,141.95,98.04,0.0,0.0,0.0,0.0
4215679,Santa Terezinha,Blumenau,Rio do Sul,8066,503,309,61,59,5,5,172,89,9,7,287,191,112,73,0,0,0,0,40,503,194,623.61,383.09,75.63,49.59,213.24,110.34,11.16,8.68,355.81,236.8,138.85,90.5,0.0,0.0,0.0,0.0
4215687,Santa Terezinha do Progresso,Chapecó,Maravilha,2576,90,55,15,15,11,8,66,39,0,0,10,5,3,3,0,0,0,0,13,90,35,349.38,213.51,58.23,50.47,256.21,151.4,0.0,0.0,38.82,19.41,11.65,11.65,0.0,0.0,0.0,0.0
4215695,Santiago do Sul,Chapecó,Chapecó,1651,74,38,7,6,5,3,29,10,0,0,31,18,9,7,0,0,0,0,4,74,36,448.21,230.16,42.4,24.23,175.65,60.57,0.0,0.0,187.76,109.02,54.51,42.4,0.0,0.0,0.0,0.0
4215703,Santo Amaro da Imperatriz,Florianópolis,Florianópolis,27272,3485,2130,446,429,130,87,2018,1210,140,96,980,612,465,299,290,195,24,8,284,3485,1355,1277.87,781.02,163.54,104.14,739.95,443.68,51.33,35.2,359.34,224.41,170.5,109.64,106.34,71.5,8.8,2.93
4215802,São Bento do Sul,Joinville,São Bento do Sul - Rio Negrinho,83277,9319,5601,1351,1265,226,130,6126,3434,311,200,1912,1204,1049,645,13,5,547,525,760,9319,3718,1119.04,672.57,162.23,91.26,735.62,412.36,37.35,24.02,229.6,144.58,125.97,77.45,1.56,0.6,65.68,63.04
4215752,São Bernardino,Chapecó,São Lourenço do Oeste,2684,28,21,4,2,0,0,15,9,0,0,13,12,1,1,0,0,0,0,2,28,7,104.32,78.24,14.9,7.45,55.89,33.53,0.0,0.0,48.44,44.71,3.73,3.73,0.0,0.0,0.0,0.0
4215901,São Bonifácio,Florianópolis,Florianópolis,2946,684,360,93,71,75,43,347,155,40,31,218,133,72,49,1,1,10,4,48,684,324,2321.79,1222.0,315.68,162.93,1177.87,526.14,135.78,105.23,739.99,451.46,244.4,166.33,3.39,3.39,33.94,13.58
4216008,São Carlos,Chapecó,Chapecó,10282,436,275,66,61,108,76,137,66,8,6,170,121,64,37,0,0,0,0,49,436,161,424.04,267.46,64.19,47.66,133.24,64.19,7.78,5.84,165.34,117.68,62.24,35.99,0.0,0.0,0.0,0.0
4216057,São Cristóvão do Sul,Lages,Curitibanos,6084,878,570,124,120,53,29,487,259,3,1,106,63,70,43,9,9,215,211,70,878,308,1443.13,936.88,203.81,115.06,800.46,425.71,4.93,1.64,174.23,103.55,115.06,70.68,14.79,14.79,353.39,346.81
4216107,São Domingos,Chapecó,Xanxerê,9226,340,220,37,35,41,24,81,45,11,11,187,124,74,54,0,0,3,3,26,340,120,368.52,238.46,40.1,28.18,87.8,48.78,11.92,11.92,202.69,134.4,80.21,58.53,0.0,0.0,3.25,3.25
4216206,São Francisco do Sul,Joinville,Joinville,52674,5421,3304,798,752,178,104,2831,1680,220,158,1967,1231,775,483,49,25,108,88,497,5421,2117,1029.16,627.25,151.5,94.35,537.46,318.94,41.77,30.0,373.43,233.7,147.13,91.7,9.3,4.75,20.5,16.71
4216305,São João Batista,Blumenau,Brusque,32687,1596,921,242,225,102,60,897,515,57,49,546,315,208,121,7,0,0,0,141,1596,675,488.27,281.76,74.04,43.14,274.42,157.55,17.44,14.99,167.04,96.37,63.63,37.02,2.14,0.0,0.0,0.0
4216354,São João do Itaperiú,Joinville,Joinville,4463,125,82,25,24,11,7,69,36,11,9,31,27,9,8,0,0,0,0,17,125,43,280.08,183.73,56.02,38.09,154.6,80.66,24.65,20.17,69.46,60.5,20.17,17.93,0.0,0.0,0.0,0.0
4216255,São João do Oeste,Chapecó,São Miguel do Oeste,6295,399,276,49,49,151,116,60,40,12,10,75,42,111,76,0,0,4,4,34,399,123,633.84,438.44,77.84,54.01,95.31,63.54,19.06,15.89,119.14,66.72,176.33,120.73,0.0,0.0,6.35,6.35
4216404,São João do Sul,Criciúma,Araranguá,8668,1266,823,121,118,28,14,988,668,22,13,193,107,329,229,0,0,2,2,83,1266,443,1460.54,949.47,139.59,95.75,1139.82,770.65,25.38,15.0,222.66,123.44,379.56,264.19,0.0,0.0,2.31,2.31
4216503,São Joaquim,Lages,Lages,25939,2290,1336,324,303,238,166,1045,535,109,73,876,544,245,157,3,2,5,4,184,2290,954,882.84,515.05,124.91,70.94,402.87,206.25,42.02,28.14,337.72,209.72,94.45,60.53,1.16,0.77,1.93,1.54
4216602,São José,Florianópolis,Florianópolis,270299,27435,16466,3705,3535,1824,1164,14358,8312,917,656,8943,5539,4262,2672,664,440,186,105,2371,27435,10969,1014.99,609.18,137.07,87.72,531.19,307.51,33.93,24.27,330.86,204.92,157.68,98.85,24.57,16.28,6.88,3.88
4216701,São José do Cedro,Chapecó,São Miguel do Oeste,14167,679,426,101,94,31,18,325,198,8,6,282,182,101,67,16,10,12,12,61,679,253,479.28,300.7,71.29,43.06,229.41,139.76,5.65,4.24,199.05,128.47,71.29,47.29,11.29,7.06,8.47,8.47
4216800,São José do Cerrito,Lages,Lages,8708,1412,954,171,162,242,184,486,288,24,16,365,237,387,292,0,0,0,0,134,1412,458,1621.5,1095.54,196.37,153.88,558.11,330.73,27.56,18.37,419.15,272.16,444.42,335.32,0.0,0.0,0.0,0.0
4216909,São Lourenço do Oeste,Chapecó,São Lourenço do Oeste,24791,1581,963,225,209,180,92,692,432,73,45,559,347,289,194,0,0,2,0,130,1581,618,637.73,388.45,90.76,52.44,279.13,174.26,29.45,18.15,225.49,139.97,116.57,78.25,0.0,0.0,0.81,0.0
4217006,São Ludgero,Criciúma,Tubarão,13509,418,245,52,52,44,23,150,74,0,0,177,119,57,32,0,0,1,1,29,418,173,309.42,181.36,38.49,21.47,111.04,54.78,0.0,0.0,131.02,88.09,42.19,23.69,0.0,0.0,0.74,0.74
4217105,São Martinho,Criciúma,Tubarão,3405,192,111,30,30,10,9,67,38,6,6,109,58,8,2,0,0,0,0,23,192,81,563.88,325.99,88.11,67.55,196.77,111.6,17.62,17.62,320.12,170.34,23.49,5.87,0.0,0.0,0.0,0.0
4217154,São Miguel da Boa Vista,Chapecó,Maravilha,1781,63,28,12,9,14,6,35,17,1,0,0,0,14,5,0,0,0,0,5,63,35,353.73,157.22,67.38,28.07,196.52,95.45,5.61,0.0,0.0,0.0,78.61,28.07,0.0,0.0,0.0,0.0
4217204,São Miguel do Oeste,Chapecó,São Miguel do Oeste,44330,1741,1091,296,263,154,83,947,566,63,41,522,358,168,110,4,2,22,21,179,1741,650,392.74,246.11,66.77,40.38,213.63,127.68,14.21,9.25,117.75,80.76,37.9,24.81,0.9,0.45,4.96,4.74
4217253,São Pedro de Alcântara,Florianópolis,Florianópolis,5776,1132,996,144,141,106,81,129,83,8,4,121,79,52,34,2,2,749,734,115,1132,136,1959.83,1724.38,249.31,199.1,223.34,143.7,13.85,6.93,209.49,136.77,90.03,58.86,3.46,3.46,1296.75,1270.78
4217303,Saudades,Chapecó,Chapecó,10265,483,295,73,68,29,16,272,159,6,5,163,107,48,31,1,1,0,0,51,483,188,470.53,287.38,71.12,49.68,264.98,154.9,5.85,4.87,158.79,104.24,46.76,30.2,0.97,0.97,0.0,0.0
4217402,Schroeder,Joinville,Joinville,20061,1074,607,151,142,52,25,593,319,9,7,364,226,164,77,0,0,0,0,87,1074,467,535.37,302.58,75.27,43.37,295.6,159.02,4.49,3.49,181.45,112.66,81.75,38.38,0.0,0.0,0.0,0.0
4217501,Seara,Chapecó,Concórdia,18620,773,468,106,100,77,52,377,217,26,15,272,161,108,80,0,0,1,1,76,773,305,415.15,251.34,56.93,40.82,202.47,116.54,13.96,8.06,146.08,86.47,58.0,42.96,0.0,0.0,0.54,0.54
4217550,Serra Alta,Chapecó,Chapecó,3303,56,30,8,8,10,5,9,3,0,0,37,22,1,1,0,0,0,0,5,56,26,169.54,90.83,24.22,15.14,27.25,9.08,0.0,0.0,112.02,66.61,3.03,3.03,0.0,0.0,0.0,0.0
4217600,Siderópolis,Criciúma,Criciúma,13714,908,528,149,140,71,45,641,354,39,32,138,85,134,84,0,0,0,0,86,908,380,662.1,385.01,108.65,62.71,467.41,258.13,28.44,23.33,100.63,61.98,97.71,61.25,0.0,0.0,0.0,0.0
4217709,Sombrio,Criciúma,Araranguá,29991,3710,2226,472,443,146,91,1250,656,84,50,2010,1312,967,626,13,7,20,15,282,3710,1484,1237.04,742.22,157.38,94.03,416.79,218.73,28.01,16.67,670.2,437.46,322.43,208.73,4.33,2.33,6.67,5.0
4217758,Sul Brasil,Chapecó,Chapecó,2832,311,249,40,39,1,0,94,54,136,125,32,24,71,69,0,0,0,0,33,311,62,1098.16,879.24,141.24,116.53,331.92,190.68,480.23,441.38,112.99,84.75,250.71,243.64,0.0,0.0,0.0,0.0
4217808,Taió,Blumenau,Rio do Sul,18310,1710,1032,231,214,83,44,835,455,108,70,637,430,297,202,23,15,2,1,142,1710,678,933.92,563.63,126.16,77.55,456.03,248.5,58.98,38.23,347.9,234.84,162.21,110.32,12.56,8.19,1.09,0.55
4217907,Tangará,Caçador,Videira,8143,374,233,50,46,6,4,130,74,0,0,174,111,41,29,48,32,0,0,34,374,141,459.29,286.14,61.4,41.75,159.65,90.88,0.0,0.0,213.68,136.31,50.35,35.61,58.95,39.3,0.0,0.0
4217956,Tigrinhos,Chapecó,Maravilha,2329,41,24,6,4,0,0,23,12,6,5,8,6,4,1,0,0,0,0,3,41,17,176.04,103.05,25.76,12.88,98.75,51.52,25.76,21.47,34.35,25.76,17.17,4.29,0.0,0.0,0.0,0.0
4218004,Tijucas,Blumenau,Itajaí,51592,3837,2452,583,548,265,161,2462,1533,144,101,667,425,300,203,48,32,146,139,369,3837,1385,743.72,475.27,113.0,71.52,477.21,297.14,27.91,19.58,129.28,82.38,58.15,39.35,9.3,6.2,28.3,26.94
4218103,Timbé do Sul,Criciúma,Araranguá,5386,1099,712,133,125,65,31,246,143,19,14,702,493,142,88,0,0,0,0,101,1099,387,2040.48,1321.95,246.94,187.52,456.74,265.5,35.28,25.99,1303.38,915.34,263.65,163.39,0.0,0.0,0.0,0.0
4218202,Timbó,Blumenau,Blumenau,46099,2115,1346,303,292,77,42,943,570,98,59,946,645,447,315,1,0,4,4,198,2115,769,458.8,291.98,65.73,42.95,204.56,123.65,21.26,12.8,205.21,139.92,96.97,68.33,0.22,0.0,0.87,0.87
4218251,Timbó Grande,Caçador,Caçador,7342,424,228,62,60,26,14,349,189,19,17,30,13,21,14,48,20,0,0,25,424,196,577.5,310.54,84.45,34.05,475.35,257.42,25.88,23.15,40.86,17.71,28.6,19.07,65.38,27.24,0.0,0.0
4218301,Três Barras,Joinville,Mafra,19746,1493,938,150,146,34,20,957,625,89,60,333,183,166,102,2,1,43,27,86,1493,555,756.1,475.03,75.96,43.55,484.66,316.52,45.07,30.39,168.64,92.68,84.07,51.66,1.01,0.51,21.78,13.67
4218350,Treviso,Criciúma,Criciúma,3782,171,114,23,23,7,4,96,64,0,0,68,46,18,14,0,0,0,0,18,171,57,452.14,301.43,60.81,47.59,253.83,169.22,0.0,0.0,179.8,121.63,47.59,37.02,0.0,0.0,0.0,0.0
4218400,Treze de Maio,Criciúma,Tubarão,7362,629,402,100,93,29,16,392,249,41,30,132,86,62,41,0,0,9,5,76,629,227,854.39,546.05,135.83,103.23,532.46,338.22,55.69,40.75,179.3,116.82,84.22,55.69,0.0,0.0,12.22,6.79
4218509,Treze Tílias,Chapecó,Joaçaba - Herval d'Oeste,8787,769,478,101,94,16,5,632,393,13,8,91,61,91,58,0,0,0,0,61,769,291,875.16,543.99,114.94,69.42,719.24,447.25,14.79,9.1,103.56,69.42,103.56,66.01,0.0,0.0,0.0,0.0
4218608,Trombudo Central,Blumenau,Rio do Sul,7274,985,567,177,162,86,40,607,333,13,7,272,182,42,31,0,0,0,0,89,985,418,1354.14,779.49,243.33,122.35,834.48,457.79,17.87,9.62,373.93,250.21,57.74,42.62,0.0,0.0,0.0,0.0
4218707,Tubarão,Criciúma,Tubarão,110088,12522,7871,1782,1695,529,337,5352,3136,428,292,4532,2770,1750,1081,263,158,990,951,1139,12522,4651,1137.45,714.97,161.87,103.46,486.16,284.86,38.88,26.52,411.67,251.62,158.96,98.19,23.89,14.35,89.93,86.39
4218756,Tunápolis,Chapecó,São Miguel do Oeste,4916,199,112,31,30,5,2,125,70,9,6,48,29,18,9,0,0,0,0,17,199,87,404.8,227.83,63.06,34.58,254.27,142.39,18.31,12.21,97.64,58.99,36.62,18.31,0.0,0.0,0.0,0.0
4218806,Turvo,Criciúma,Araranguá,13043,1096,687,152,145,59,42,542,322,36,26,352,222,129,88,57,40,0,0,99,1096,409,840.3,526.72,116.54,75.9,415.55,246.88,27.6,19.93,269.88,170.21,98.9,67.47,43.7,30.67,0.0,0.0
